field1,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,NumberOfTimeTotalDelay,isOld,SeriousDlqin2yrs.1,confidence,0 probability,1 probability,my_predict,confusion
32988,0,0.002124734,90,0,0.0,6500,4,0,0,0,0,0,True,0,0.99225,0.9952,0.0048,0,TN
32991,0,0.080179588,52,0,2636.0,0,9,0,1,0,0,0,False,0,0.9915,0.9951200000000001,0.00488,0,TN
32998,0,0.531140176,37,0,0.414868901,3012,6,0,0,0,0,0,False,0,0.9450299999999999,0.96024,0.039760000000000004,0,TN
33000,0,0.237288136,49,0,0.30527518600000003,5250,5,0,2,0,1,0,False,0,0.97757,0.98416,0.01584,0,TN
33001,0,0.938369781,32,1,0.191269577,3000,7,0,0,0,0,1,False,0,0.77985,0.8095600000000001,0.19044,0,TN
33011,0,0.019130171,66,0,0.006398976,6250,7,0,0,0,0,0,False,0,0.98646,0.99111,0.00889,0,TN
33012,0,0.255902668,54,0,0.216849489,13400,5,0,1,0,5,0,False,0,0.9858,0.9905799999999999,0.00942,0,TN
33014,0,0.0,55,0,0.152854921,4500,5,0,0,0,0,0,False,0,0.9890200000000001,0.9926200000000001,0.007379999999999999,0,TN
33016,0,0.06616097,52,0,4508.0,0,13,0,1,0,0,0,False,0,0.96575,0.9805799999999999,0.01942,0,TN
33019,0,0.13740149,41,1,0.430440252,3974,7,0,1,0,2,1,False,0,0.9344,0.94945,0.05055,0,TN
33026,0,0.048496107,66,0,247.0,0,6,0,0,0,0,0,False,0,0.98105,0.98905,0.01095,0,TN
33051,0,0.087947215,70,1,0.072110286,6600,12,0,1,0,0,1,False,0,0.96885,0.98167,0.018330000000000003,0,TN
33052,0,0.76302982,55,1,0.639429044,4833,9,0,3,0,0,1,False,0,0.84809,0.87134,0.12867,0,TN
33060,0,0.7867505909999999,30,0,0.119429993,4420,4,0,0,0,0,0,False,0,0.9269299999999999,0.94744,0.05256,0,TN
33066,0,0.647246827,38,1,0.351218848,7342,12,0,3,0,0,1,False,0,0.85121,0.8769899999999999,0.12301,0,TN
33075,0,0.60688901,43,0,1000.0,0,8,0,0,0,3,0,False,0,0.93652,0.95381,0.046189999999999995,0,TN
33083,0,0.0074372269999999985,68,0,1842.0,0,30,0,2,0,0,0,False,0,0.98831,0.9928100000000001,0.00719,0,TN
33085,0,0.385917909,62,0,0.38646573,6900,10,0,1,0,0,0,False,0,0.95809,0.96891,0.031089999999999996,0,TN
33087,0,0.938061938,49,1,0.35347743,6800,7,0,1,1,1,2,False,0,0.69839,0.73102,0.26899,0,TN
33088,0,0.236338785,48,0,3.790087464,2400,8,0,2,0,2,0,False,0,0.9288200000000001,0.95188,0.048119999999999996,0,TN
33089,0,0.021092349,68,0,0.179255511,8300,9,0,2,0,0,0,False,0,0.99423,0.99665,0.00335,0,TN
33090,0,0.005412999,67,0,0.872063968,2000,5,0,1,0,0,0,False,0,0.98961,0.99361,0.00639,0,TN
33091,0,0.06495735799999999,72,0,71.0,0,2,0,0,0,0,0,True,0,0.99592,0.99782,0.00218,0,TN
33092,0,0.355682858,32,0,0.13559322,2890,5,0,0,0,0,0,False,0,0.9687399999999999,0.97829,0.02171,0,TN
33104,0,0.133146671,53,0,0.321653378,4765,3,0,1,0,0,0,False,0,0.98524,0.99093,0.00907,0,TN
33106,0,0.350630802,49,0,0.005543656,7936,2,0,0,0,3,0,False,0,0.9550299999999999,0.97293,0.02707,0,TN
33107,0,0.0,26,0,0.043812452,1300,2,0,0,0,0,0,False,0,0.9698200000000001,0.9807899999999999,0.019209999999999998,0,TN
33109,0,0.5275118120000001,46,0,0.698600254,5500,7,0,1,0,2,0,False,0,0.92961,0.94737,0.052629999999999996,0,TN
33113,0,0.053574831,42,0,0.7720911640000001,2500,15,0,1,0,2,0,False,0,0.9765,0.98339,0.01662,0,TN
33116,0,0.004949753,56,0,0.262140614,4138,10,0,1,0,0,0,False,0,0.9866,0.99151,0.008490000000000001,0,TN
33126,0,0.233833888,45,0,0.130703508,5500,10,0,0,0,1,0,False,0,0.9528399999999999,0.9649200000000001,0.03508,0,TN
33131,0,0.464425813,84,0,0.287713841,4500,11,1,1,0,0,1,True,0,0.7326199999999999,0.7845300000000001,0.21547,0,TN
33132,0,0.377829925,48,0,0.266563147,7727,12,0,1,0,1,0,False,0,0.97305,0.9817600000000001,0.01824,0,TN
33136,0,0.109594411,68,0,0.17140238300000002,12000,19,0,1,0,1,0,False,0,0.98821,0.9938,0.0062,0,TN
33145,0,0.982072709,63,3,0.367743074,5666,5,0,1,0,2,3,False,0,0.6182300000000001,0.6569,0.3431,1,FP
33146,0,0.522471117,47,1,0.386903231,11666,8,0,2,0,3,1,False,0,0.8576600000000001,0.8843,0.11571,0,TN
33160,0,0.159782779,28,0,1.425837321,835,10,0,2,0,0,0,False,0,0.91432,0.9435399999999999,0.05646,0,TN
33166,1,0.9999999,22,98,0.0,0,0,98,0,98,0,294,False,0,0.59444,0.74127,0.25873,0,FN
33167,0,0.602399923,43,0,0.543014996,3800,5,0,1,0,2,0,False,0,0.93616,0.9507399999999999,0.049260000000000005,0,TN
33177,0,0.50863605,50,1,0.242643558,10500,12,0,1,0,1,1,False,0,0.8512200000000001,0.88244,0.11756,0,TN
33182,0,0.9999999,46,0,0.391768039,6000,4,0,1,0,1,0,False,0,0.9416200000000001,0.9571,0.0429,0,TN
33188,0,0.011671057,52,0,11.0,0,10,0,0,0,0,0,False,0,0.9845799999999999,0.98945,0.01055,0,TN
33190,1,1.032350143,53,0,0.194497761,3125,12,0,0,0,2,0,False,0,0.8532299999999999,0.89792,0.10207999999999999,0,FN
33191,0,0.8957591079999999,39,0,0.33806146600000003,13958,14,0,2,0,3,0,False,0,0.8560200000000001,0.8801200000000001,0.11988,0,TN
33194,0,0.189251293,51,0,3062.0,0,5,0,1,0,0,0,False,0,0.98775,0.9933200000000001,0.006679999999999999,0,TN
33199,0,0.0,45,0,0.419003306,8166,12,0,2,0,0,0,False,0,0.9796799999999999,0.98582,0.014180000000000002,0,TN
33208,0,0.541754875,40,0,0.323216272,6292,11,0,0,0,1,0,False,0,0.92614,0.9453600000000001,0.05465,0,TN
33215,0,0.01455215,61,0,0.706826046,3178,16,0,1,0,0,0,False,0,0.9734200000000001,0.9819399999999999,0.01807,0,TN
33219,0,0.9999999,74,0,0.284318081,2250,3,0,0,0,0,0,True,0,0.9567,0.9692,0.0308,0,TN
33221,0,0.037245123,57,0,0.382179758,9000,4,0,2,0,0,0,False,0,0.991,0.9941200000000001,0.00588,0,TN
33223,0,0.01996008,22,0,0.048387097,929,2,0,0,0,0,0,False,0,0.9795200000000001,0.986,0.013999999999999999,0,TN
33228,0,0.882461154,43,0,0.275872413,10000,10,0,1,1,0,1,False,0,0.69365,0.73218,0.26782,0,TN
33231,0,0.265273473,64,0,0.442998028,2534,7,0,1,0,1,0,False,0,0.9834700000000001,0.98893,0.01107,0,TN
33240,1,0.9999999,64,1,190.0,0,0,8,0,0,0,9,False,1,0.63756,0.3306,0.6694,1,TP
33243,0,0.032624592,67,3,0.008399695,9166,8,0,0,0,1,3,False,0,0.7911100000000001,0.8169,0.18311,0,TN
33244,0,0.9999999,66,0,0.199606158,5585,3,0,1,0,1,0,False,0,0.96304,0.9760200000000001,0.02398,0,TN
33248,1,0.01385982,50,0,0.332205524,12708,12,0,2,0,3,0,False,0,0.9855799999999999,0.9900200000000001,0.00998,0,FN
33253,0,0.985894974,40,0,0.372116863,1950,5,0,0,0,2,0,False,0,0.85734,0.8822399999999999,0.11775999999999999,0,TN
33254,0,0.0058026530000000005,42,0,0.001333037,4500,7,0,0,0,0,0,False,0,0.9861700000000001,0.99113,0.008870000000000001,0,TN
33266,0,0.223552244,48,0,616.0,0,18,0,0,0,0,0,False,0,0.9616100000000001,0.9727100000000001,0.02729,0,TN
33267,0,0.9999999,58,1,461.0,0,2,0,0,0,5,1,False,0,0.78547,0.82381,0.17619,0,TN
33272,0,0.162401535,80,0,0.197429414,4745,11,0,1,0,0,0,True,0,0.97993,0.9867299999999999,0.013269999999999999,0,TN
33276,0,0.0,64,0,0.033605188,10176,6,0,0,0,0,0,False,0,0.9935,0.9959399999999999,0.00406,0,TN
33279,0,0.71314741,26,1,214.0,0,2,0,0,0,0,1,False,0,0.80891,0.83942,0.16058,0,TN
33288,0,0.9999999,40,0,0.0,5416,2,0,0,0,1,0,False,0,0.868,0.9001299999999999,0.09987,0,TN
33301,0,0.000967638,87,0,1044.0,0,4,0,1,0,0,0,True,0,0.99235,0.9954700000000001,0.004529999999999999,0,TN
33303,0,0.135280899,37,0,0.394470951,7125,9,0,1,0,2,0,False,0,0.9696100000000001,0.9778100000000001,0.02219,0,TN
33305,0,0.535452914,52,0,0.726080072,4420,6,0,1,0,0,0,False,0,0.9440299999999999,0.9590799999999999,0.04092,0,TN
33307,0,0.158894704,37,0,0.8983672109999999,3000,15,0,1,0,2,0,False,0,0.93842,0.9536600000000001,0.04634,0,TN
33314,0,0.06467848400000001,47,1,1587.0,0,5,0,1,0,2,1,False,0,0.93852,0.95694,0.04306,0,TN
33336,1,0.218348872,43,0,2803.0,0,6,0,2,0,1,0,False,0,0.98775,0.9933200000000001,0.006679999999999999,0,FN
33339,0,0.531468531,30,0,0.002015858,7440,1,0,0,0,2,0,False,0,0.8650700000000001,0.90635,0.09365,0,TN
33341,0,0.9999999,48,1,128.0,0,2,2,0,0,0,3,False,1,0.44583999999999996,0.49073,0.50927,1,FP
33345,0,0.052502651,37,0,1439.0,0,10,0,1,0,0,0,False,0,0.9868100000000001,0.9919100000000001,0.00809,0,TN
33348,1,0.727943033,42,0,0.136517999,8833,13,0,0,0,2,0,False,0,0.9141799999999999,0.9331299999999999,0.06687,0,FN
33353,0,0.0,53,0,1903.0,0,12,0,1,0,0,0,False,0,0.98903,0.9933,0.0067,0,TN
33365,0,0.30368888,68,0,0.397509317,11000,16,0,2,0,0,0,False,0,0.9643700000000001,0.9785299999999999,0.02147,0,TN
33367,0,0.9999999,41,0,0.05844291400000001,4790,1,0,0,0,0,0,False,0,0.8711700000000001,0.89246,0.10754000000000001,0,TN
33368,1,1.0,48,0,0.628058104,2615,9,0,0,0,0,0,False,0,0.8416799999999999,0.86911,0.13089,0,FN
33370,0,0.80586362,67,0,0.7570332479999999,4300,11,0,1,1,2,1,False,0,0.7459600000000001,0.7795,0.2205,0,TN
33377,0,0.9999999,61,0,303.0,0,1,0,0,0,0,0,False,0,0.90409,0.9262,0.0738,0,TN
33380,0,0.044086901,95,0,695.0,0,3,0,1,0,0,0,True,0,0.99408,0.9966700000000001,0.0033299999999999996,0,TN
33389,0,0.339826544,77,0,0.210125377,6300,9,0,1,0,0,0,True,0,0.95947,0.97172,0.02828,0,TN
33398,0,0.0053066680000000005,55,0,3534.0,0,6,0,2,0,0,0,False,0,0.9879,0.9925799999999999,0.00742,0,TN
33400,0,0.437810945,25,0,0.000908678,2200,1,0,0,0,0,0,False,0,0.92794,0.9503,0.0497,0,TN
33408,0,0.628963854,50,0,0.256107914,10600,8,0,1,0,2,0,False,0,0.9453299999999999,0.9592299999999999,0.04077,0,TN
33409,0,0.008449578000000001,41,0,0.166574125,1800,10,0,0,0,1,0,False,0,0.9793,0.98549,0.014509999999999999,0,TN
33420,1,0.8305647840000001,35,1,1480.0,0,2,0,0,0,0,1,False,0,0.8036399999999999,0.8296,0.1704,0,FN
33430,0,0.08837569099999999,68,0,0.250839866,6250,17,0,1,0,0,0,False,0,0.98814,0.9937799999999999,0.006220000000000001,0,TN
33433,0,0.274175656,64,0,3565.0,0,11,0,1,0,0,0,False,0,0.98416,0.9905799999999999,0.00942,0,TN
33434,0,0.17857441300000002,52,0,0.427839604,5660,13,0,1,0,3,0,False,0,0.9489200000000001,0.96234,0.03766,0,TN
33445,0,0.101735673,47,0,0.7388849679999999,4250,7,0,2,0,2,0,False,0,0.9842799999999999,0.9891,0.0109,0,TN
33446,0,0.612605075,49,0,0.25527831100000004,5209,13,0,0,0,1,0,False,0,0.90535,0.92868,0.07132000000000001,0,TN
33449,0,0.0,60,0,0.0,6000,2,0,0,0,1,0,False,0,0.98974,0.99361,0.00639,0,TN
33451,0,0.036598094,77,0,0.001999875,16000,3,0,0,0,0,0,True,0,0.9889700000000001,0.9942200000000001,0.0057799999999999995,0,TN
33452,0,0.0,43,0,0.352607899,6000,10,0,1,0,3,0,False,0,0.9754299999999999,0.98298,0.01702,0,TN
33454,0,0.0,46,0,3738.0,0,6,0,1,0,0,0,False,0,0.9769899999999999,0.9865299999999999,0.01347,0,TN
33457,0,0.107781505,34,0,0.296075213,6700,10,0,1,0,0,0,False,0,0.9833200000000001,0.9888399999999999,0.01116,0,TN
33459,0,0.0,66,0,2864.0,0,6,0,1,0,2,0,False,0,0.9896,0.99345,0.00655,0,TN
33460,0,0.164202665,59,0,0.790593047,7334,20,0,2,0,1,0,False,0,0.95915,0.9747,0.02531,0,TN
33464,0,0.022158142,84,0,0.00749875,6000,8,0,0,0,0,0,True,0,0.9908100000000001,0.99385,0.00615,0,TN
33465,0,0.264230807,62,1,0.704532736,5360,24,0,1,0,0,1,False,0,0.92755,0.9486399999999999,0.05136,0,TN
33470,0,0.15060214800000002,49,0,0.196727917,12407,11,0,2,0,3,0,False,0,0.98305,0.9897,0.0103,0,TN
33482,1,0.569575139,59,2,1.04439778,6666,21,1,1,0,3,3,False,0,0.6764100000000001,0.7732399999999999,0.22676,0,FN
33483,0,0.340159795,62,0,0.381757668,22233,26,0,3,0,2,0,False,0,0.9585100000000001,0.97003,0.02997,0,TN
33487,0,0.031949201,75,0,0.008603124,4416,3,0,0,0,0,0,True,0,0.9957,0.99754,0.00246,0,TN
33494,0,0.9999999,71,3,0.47188106,4640,4,2,1,2,0,7,True,1,0.65367,0.31506999999999996,0.68493,1,FP
33501,0,0.078823029,50,0,0.391900579,14000,11,0,4,0,3,0,False,0,0.9679399999999999,0.9770700000000001,0.022930000000000002,0,TN
33503,0,0.239147356,37,0,0.112221945,4000,11,0,0,0,0,0,False,0,0.94785,0.96078,0.03922,0,TN
33504,0,0.07177674099999999,65,0,0.020995801,5000,9,0,0,0,0,0,False,0,0.98146,0.98713,0.01287,0,TN
33506,0,0.043782587000000005,59,0,0.296431173,6864,13,0,2,0,1,0,False,0,0.9879100000000001,0.99213,0.00787,0,TN
33517,0,0.002383294,75,0,0.17182050699999998,4300,7,0,0,0,0,0,True,0,0.9914299999999999,0.99406,0.00594,0,TN
33523,0,0.204987188,53,0,2657.0,0,4,0,1,0,1,0,False,0,0.97834,0.9869700000000001,0.013030000000000002,0,TN
33525,0,0.182806915,52,0,0.316208926,8155,10,0,2,0,2,0,False,0,0.97005,0.9787399999999999,0.02126,0,TN
33526,0,0.015399115,49,1,0.131313131,9800,5,0,2,0,4,1,False,0,0.94604,0.9603799999999999,0.039619999999999995,0,TN
33529,0,0.006887638000000001,50,0,0.272545472,10500,9,0,1,0,2,0,False,0,0.9877299999999999,0.99175,0.00825,0,TN
33532,0,0.164306855,56,0,0.254413819,7872,10,0,3,0,0,0,False,0,0.9701700000000001,0.9793799999999999,0.02062,0,TN
33542,0,0.15624252800000002,49,3,1653.0,0,12,0,1,0,0,3,False,0,0.77796,0.80511,0.1949,0,TN
33545,1,0.785581845,42,0,1.457850489,4400,9,0,3,0,1,0,False,0,0.89375,0.91233,0.08767,0,FN
33546,0,0.11080514,47,0,0.193292967,6440,10,0,1,0,2,0,False,0,0.9824799999999999,0.98805,0.01195,0,TN
33548,0,0.055192641,34,0,0.648142301,9500,10,0,5,0,2,0,False,0,0.93416,0.9528200000000001,0.04718,0,TN
33562,0,0.8995517340000001,75,2,0.232083179,2692,6,1,0,0,1,3,True,0,0.5110600000000001,0.60963,0.39037,1,FP
33566,1,0.9999999,56,4,0.523646165,4080,7,8,1,2,0,14,False,1,0.65367,0.31506999999999996,0.68493,1,TP
33569,0,0.106571729,47,0,1522.0,0,8,0,2,0,1,0,False,0,0.9896,0.99387,0.00613,0,TN
33578,0,0.394471439,73,0,2525.0,0,11,0,1,0,0,0,True,0,0.9803200000000001,0.9874700000000001,0.01253,0,TN
33589,0,0.024626341,81,0,0.044591082,5000,13,0,1,0,1,0,True,0,0.98406,0.9904299999999999,0.00957,0,TN
33601,0,0.039824915,53,0,0.218430034,9668,12,0,4,0,1,0,False,0,0.97021,0.97864,0.02136,0,TN
33604,0,0.652650206,46,0,1.025919526,4050,10,0,0,0,0,0,False,0,0.91196,0.9314,0.0686,0,TN
33610,0,0.9999999,50,0,0.035926272999999995,3200,5,0,0,0,1,0,False,0,0.8650399999999999,0.8894799999999999,0.11052999999999999,0,TN
33612,0,0.22918694,39,1,0.446006171,5833,10,0,1,0,3,1,False,0,0.92384,0.94011,0.0599,0,TN
33614,0,1.042478761,54,0,0.488470191,3555,8,0,0,0,0,0,False,0,0.86101,0.9001399999999999,0.09986,0,TN
33616,0,0.008979409,49,1,0.758867855,5440,10,0,2,0,1,1,False,0,0.93771,0.9528,0.0472,0,TN
33619,0,0.018493939,73,0,1204.0,0,4,0,1,0,0,0,True,0,0.9957,0.99754,0.00246,0,TN
33624,0,0.631277112,47,2,0.189476315,8000,14,0,0,1,2,3,False,0,0.72426,0.7552300000000001,0.24477,0,TN
33629,0,0.0,62,0,168.0,0,4,1,0,0,0,1,False,0,0.83673,0.8602799999999999,0.13972,0,TN
33631,0,0.033751304,58,0,0.4419912520000001,4800,21,0,1,0,0,0,False,0,0.97265,0.98134,0.01867,0,TN
33633,1,0.097349018,34,0,0.443991853,2945,13,0,1,0,0,0,False,0,0.97946,0.98595,0.01405,0,FN
33651,0,0.9999999,47,0,0.25281521100000004,10833,10,0,2,0,3,0,False,0,0.9384,0.9534600000000001,0.04654,0,TN
33659,0,0.285149246,74,0,3742.0,0,31,0,2,0,0,0,True,0,0.9703,0.98219,0.01781,0,TN
33671,0,0.556872967,61,0,0.5978620020000001,10289,15,0,3,0,0,0,False,0,0.95693,0.9689200000000001,0.03108,0,TN
33672,0,0.004078271,64,0,4979.0,0,3,0,1,0,0,0,False,0,0.99345,0.99623,0.0037700000000000003,0,TN
33676,0,0.0,30,0,1559.0,0,2,0,1,0,0,0,False,0,0.9891200000000001,0.99425,0.00575,0,TN
33682,0,0.5126601479999999,33,0,1.281888334,2202,9,0,1,0,0,0,False,0,0.93415,0.94988,0.05012,0,TN
33684,0,0.8411588409999999,31,0,749.0,0,8,0,0,0,0,0,False,0,0.86815,0.89312,0.10687999999999999,0,TN
33685,0,0.001234025,78,0,0.000476145,10500,13,0,0,0,0,0,True,0,0.99015,0.9938299999999999,0.00617,0,TN
33687,0,0.653733851,63,0,0.549798259,4708,4,0,1,0,0,0,False,0,0.9395600000000001,0.9550700000000001,0.04493,0,TN
33700,0,0.592063243,60,0,0.450909818,5000,14,0,2,0,0,0,False,0,0.94527,0.95962,0.04038,0,TN
33720,0,0.266914824,47,0,0.974102681,2200,13,0,2,1,1,1,False,0,0.86677,0.8950600000000001,0.10494,0,TN
33724,0,0.269971397,71,0,377.0,0,4,0,0,0,0,0,True,0,0.9850700000000001,0.99054,0.009470000000000001,0,TN
33727,0,0.0,64,0,0.001690103,14791,5,0,0,0,2,0,False,0,0.99331,0.9958,0.0042,0,TN
33732,0,0.171398665,62,0,0.552489502,5000,14,0,2,0,0,0,False,0,0.97456,0.98259,0.01741,0,TN
33734,1,0.9999999,41,2,0.316318219,3682,4,2,0,1,2,5,False,1,0.6009899999999999,0.36346,0.63654,1,TP
33736,0,0.137463543,43,0,0.371682665,7083,5,0,1,0,2,0,False,0,0.98185,0.98735,0.01265,0,TN
33737,0,0.004842042,59,0,2549.0,0,11,0,2,0,0,0,False,0,0.99035,0.9940100000000001,0.00599,0,TN
33749,1,0.501214074,62,1,0.330667333,4000,17,0,0,1,0,2,False,0,0.7582399999999999,0.7933399999999999,0.20665999999999998,0,FN
33750,0,0.8635113740000001,48,0,1.239504198,2500,7,0,1,0,2,0,False,0,0.90365,0.92096,0.07904,0,TN
33751,0,0.521250833,63,0,0.826238947,4862,22,0,2,0,1,0,False,0,0.94191,0.9565299999999999,0.04347,0,TN
33752,0,0.9999999,80,0,0.027243189,4000,0,0,0,0,0,0,True,0,0.94668,0.96181,0.038189999999999995,0,TN
33761,0,0.002475199,52,0,0.466176122,4212,17,0,2,0,1,0,False,0,0.9777899999999999,0.98398,0.01602,0,TN
33762,0,0.0,44,1,0.424565087,6667,9,0,1,0,0,1,False,0,0.96,0.97188,0.02812,0,TN
33766,0,0.000799947,84,0,0.0,0,7,0,0,0,0,0,True,0,0.9890899999999999,0.99266,0.00734,0,TN
33770,0,1.812967581,23,0,41.0,0,0,2,0,0,0,2,False,0,0.43638000000000005,0.50559,0.49441,1,FP
33773,0,0.185825486,58,0,0.19205052,5383,9,0,1,0,0,0,False,0,0.9719399999999999,0.9796799999999999,0.020319999999999998,0,TN
33775,0,0.9999999,68,0,52.0,0,0,0,0,0,0,0,False,0,0.94786,0.9628,0.0372,0,TN
33780,0,0.9999999,53,0,0.000938527,2130,0,0,0,0,1,0,False,0,0.8517100000000001,0.8760899999999999,0.12390999999999999,0,TN
33782,0,0.01993531,65,0,0.003782584,12160,13,0,0,0,0,0,False,0,0.9884700000000001,0.9919899999999999,0.00801,0,TN
33783,0,0.136350755,55,0,206.0,0,6,0,0,0,0,0,False,0,0.9872799999999999,0.9919899999999999,0.00801,0,TN
33785,0,0.0,22,0,39.0,0,3,0,0,0,0,0,False,0,0.97985,0.9868399999999999,0.01316,0,TN
33788,0,0.000221236,57,0,9.91e-05,10085,10,0,0,0,0,0,False,0,0.9919600000000001,0.99482,0.00518,0,TN
33789,1,0.00035292699999999995,73,0,0.214317943,6648,14,1,0,0,0,1,True,0,0.83673,0.8602799999999999,0.13972,0,FN
33815,0,0.306192415,38,1,0.817355747,2200,8,0,1,2,0,3,False,0,0.74757,0.7791100000000001,0.22089,0,TN
33821,1,0.024127851,69,0,0.423622413,4300,16,0,1,0,2,0,False,0,0.9883,0.99354,0.00646,0,FN
33831,0,0.087113031,73,0,32.0,0,1,0,0,0,0,0,True,0,0.99592,0.99782,0.00218,0,TN
33834,0,0.060644196,78,0,0.078378861,5600,5,0,1,0,0,0,True,0,0.99493,0.9968,0.0032,0,TN
33836,0,0.041981299000000014,41,0,0.911217756,5000,18,0,2,0,0,0,False,0,0.97096,0.97956,0.02044,0,TN
33838,0,0.004516032,83,0,0.007748063,4000,12,0,0,0,0,0,True,0,0.9905,0.9935799999999999,0.00642,0,TN
33839,0,0.9999999,35,0,0.373125551,3400,7,0,1,0,2,0,False,0,0.8909799999999999,0.90909,0.09091,0,TN
33840,0,0.994939881,52,0,0.450850539,7700,7,0,1,0,0,0,False,0,0.92676,0.94299,0.057010000000000005,0,TN
33841,0,0.0,51,0,0.402155417,5288,6,0,2,0,2,0,False,0,0.9839100000000001,0.9886799999999999,0.01132,0,TN
33846,0,0.078678426,58,0,0.155035336,13583,5,0,1,0,0,0,False,0,0.9924,0.9954200000000001,0.00458,0,TN
33855,0,0.0,25,0,0.225887056,2000,7,0,0,0,0,0,False,0,0.9517,0.96799,0.032010000000000004,0,TN
33864,0,0.051537223,44,0,0.023324695,2700,8,0,0,0,0,0,False,0,0.9806299999999999,0.9866,0.01341,0,TN
33875,0,0.019275775,46,0,3821.0,0,8,0,2,0,0,0,False,0,0.9762299999999999,0.98564,0.01436,0,TN
33876,0,0.624413146,55,0,0.198732289,5363,13,0,0,0,0,0,False,0,0.9077200000000001,0.9344299999999999,0.06557,0,TN
33879,0,0.9999999,48,0,0.229624652,10416,6,0,1,0,1,0,False,0,0.9382,0.9527899999999999,0.04722,0,TN
33888,0,0.112995964,74,0,1656.0,0,5,0,2,0,0,0,True,0,0.9927600000000001,0.99546,0.00454,0,TN
33892,0,0.9999999,28,0,0.087165134,2500,2,0,0,0,0,0,False,0,0.88887,0.9102100000000001,0.08979,0,TN
33893,0,0.049204037,35,0,0.274772523,10000,15,0,1,0,4,0,False,0,0.98144,0.98721,0.012790000000000001,0,TN
33901,1,0.9999999,65,3,0.196399045,5442,6,3,0,2,2,8,False,1,0.6436,0.3252,0.6748,1,TP
33904,0,0.0,48,1,0.059623911,13081,7,0,0,0,1,1,False,0,0.95621,0.97275,0.02725,0,TN
33907,0,0.618480341,35,2,0.480108311,4800,7,0,1,1,0,3,False,0,0.72426,0.7552300000000001,0.24477,0,TN
33908,0,0.620780279,43,0,0.488500767,15000,8,0,2,0,0,0,False,0,0.9308700000000001,0.94796,0.052039999999999996,0,TN
33920,0,0.041181993,51,0,0.369943086,6500,6,0,2,0,0,0,False,0,0.98411,0.9892299999999999,0.01077,0,TN
33929,0,0.095112391,48,0,0.247101891,4916,3,0,1,0,0,0,False,0,0.98895,0.9932,0.0068,0,TN
33931,0,0.001515991,37,0,0.335508314,4750,13,0,1,0,0,0,False,0,0.9833799999999999,0.9889700000000001,0.01103,0,TN
33945,0,0.066671679,55,0,0.29017126600000004,9166,11,0,1,0,2,0,False,0,0.9884,0.9921399999999999,0.007859999999999999,0,TN
33946,0,0.139119203,30,0,0.237720285,8000,8,0,1,0,2,0,False,0,0.97267,0.98287,0.017130000000000003,0,TN
33949,0,0.15371283800000002,54,0,0.182679296,14040,2,0,1,0,3,0,False,0,0.9854299999999999,0.9914700000000001,0.00853,0,TN
33956,1,0.444395498,33,0,0.790682833,4700,10,0,2,0,0,0,False,0,0.94157,0.95994,0.040060000000000005,0,FN
33959,0,0.011215913,87,0,0.097831212,4241,5,0,1,0,0,0,True,0,0.99331,0.99593,0.004070000000000001,0,TN
33963,0,0.99960016,70,0,1236.0,0,4,0,1,0,0,0,False,0,0.97091,0.9811799999999999,0.01882,0,TN
33964,0,0.147123525,61,0,0.208924041,6700,7,0,0,0,1,0,False,0,0.98229,0.9882,0.0118,0,TN
33965,0,0.8797108140000001,56,0,0.164423388,9286,5,0,1,0,1,0,False,0,0.93515,0.95052,0.04948,0,TN
33970,0,0.15292667599999998,60,0,0.3469200120000001,6525,4,0,2,0,2,0,False,0,0.97929,0.9861700000000001,0.01383,0,TN
33973,0,0.674991861,32,0,2517.0,0,6,0,2,0,0,0,False,0,0.9110299999999999,0.93096,0.06904,0,TN
33975,0,0.9999999,29,0,862.0,0,2,0,1,0,0,0,False,0,0.91581,0.93775,0.06225,0,TN
33984,0,0.392443607,47,0,0.28579364,7200,16,0,1,0,1,0,False,0,0.9366200000000001,0.9504799999999999,0.049530000000000005,0,TN
33987,0,0.223552894,31,0,0.004969307,3420,4,0,0,0,1,0,False,0,0.9786600000000001,0.98487,0.015130000000000001,0,TN
33990,0,0.405315615,38,0,0.673469388,2400,16,0,0,0,4,0,False,0,0.91133,0.9299,0.0701,0,TN
33991,0,0.053264109,39,0,0.33090726600000003,7968,8,0,1,0,3,0,False,0,0.9844200000000001,0.98969,0.01031,0,TN
33994,0,0.526862947,73,0,0.099450275,2000,2,0,0,0,0,0,True,0,0.9581700000000001,0.96959,0.030410000000000003,0,TN
34008,1,1.201554692,27,3,0.264273504,2924,7,0,0,0,0,3,False,1,0.43596999999999997,0.49577,0.5042300000000001,1,TP
34016,0,0.7527439229999999,28,0,0.285224546,5833,7,0,1,0,1,0,False,0,0.88254,0.9161299999999999,0.08388,0,TN
34021,0,0.014548584,36,0,1857.0,0,4,0,2,0,0,0,False,0,0.98706,0.9922700000000001,0.00773,0,TN
34024,1,0.49023828,55,1,0.5810035179999999,5400,21,0,2,0,1,1,False,0,0.87841,0.90407,0.09593,0,FN
